rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
708827,340070,"ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL ROAD",BURLINGTON,NC,27215,ALAMANCE,15500,U,STH,5,2,10/01/2018,09/30/2019,1297.64,"","",9249,7462,38961,176,64240,"",2516,2246,10818,"",10387,7462,45544,212,77380,"",2648,2246,11687,"",8239,3849,30331,144,52560,"",2516,2246,10818,10048154,35033857,20082583,21077520,86422803,133392003,19750972,232830482,273886849,549725248,823612097,18947598,"",86422803,624130,"","",4575,"","",670791,-1431004,7322278,47890,"",287412889,"",32062659,249049125,"","",62833536,"","",258019111,1620740,663396,2284136,547716136,2031923,23615816,"","","",81341,25729080,"","","",988560,988560,26717640,520998496,520998496,547716136,"","",20862554,"",668645,0.1282,"","",279419387,560848153,840267540,529009556,311257984,219814806,91443178,8306144,99749322,"",99749322,0.282694,16738438,95523392,253917,1544218
708828,340090,"JOHNSTON HEALTH","509 NORTH BRIGHTLEAF BLVD",SMITHFIELD,NC,27577,JOHNSTON,39580,U,STH,5,11,07/01/2019,06/30/2020,1176,"","",12356,8514,37854,179,65514,"",3061,3304,11344,"",22939,8514,65534,217,79422,"",3272,3304,12330,"",11278,5753,31572,155,56730,"",3061,3304,11344,5148737,48850431,17869530,19810070,83487007,143208291,7339165,203989072,373780099,636988439,1010768538,20359476,"",83487007,1895843,"","",45928351,"","",19140378,"",6089424,"",6566432,80213020,6519038,5982412,207296296,"",10772895,113307648,"","",149863996,69966855,41115784,111082639,341159655,8730091,14245462,"","","",63676547,86652100,"",91822017,"",16697444,108519461,195171561,145988094,145988094,341159655,"",6609487,18322567,"",1009125,0.1619,14180105,"",373780100,658054929,1031835029,806222522,225612507,226695298,-1082791,19703045,18620254,13614109,5006145,0.201816,16913082,152136316,90666,868112
708829,340099,"VIDANT ROANOKE CHOWAN HOSPITAL","500 SOUTH ACADEMY STREET",AHOSKIE,NC,27910,HERTFORD,99934,R,STH,5,2,10/01/2018,09/30/2019,434.99,"","",6898,2166,13459,70,25550,"",1543,736,3274,"",8772,2166,21664,98,35770,"",1777,737,4564,"",5590,1396,10475,60,21900,"",1543,736,3274,2173955,12650412,9374441,12411959,28102540,50049009,2339677,68928910,88938079,122980779,211918858,7945162,"",28102540,1229185,"","",2630647,"","",31805226,-20555933,2694290,254717,143841,18578267,2217514,"",41507452,"","",37720758,"","",19385907,539554,2570975,3110529,41074703,1330778,3857746,"","","",3192892,8381416,"","","",13188442,13188442,21569858,19504845,19504845,41074703,"","",10412664,"",312380,0.12,"","",88938079,122980779,211918858,126879626,85039232,88798854,-3759622,1415316,-2344306,"",-2344306,0.325261,9041984,36961254,43718,311029
708830,340109,"SENTARA ALBEMARLE REGL MED CTR LLC","1144 NORTH ROAD STREET","ELIZABETH CITY",NC,27909,PASQUOTANK,99934,R,STH,1,2,01/01/2019,12/31/2019,545.63,"","",9103,2102,18346,91,33215,"",2361,809,4709,"",9103,2102,18347,91,33215,"",2361,809,4709,"",7930,1532,15523,81,29565,"",2361,809,4709,5459969,20123136,12156121,16315200,34234601,73872508,7339779,104783179,142310386,259104033,401414419,11926201,"",35731255,557196,"","",28193000,"",18833000,"","",2271000,577000,803000,50677000,3870000,885509,36109949,637093,2759619,33267935,"","",56178000,"",5780000,5780000,112635000,2130000,1443000,"",408000,"",9882000,73715000,20509000,"","",4679000,25188000,98903000,13732000,13732000,112635000,"",13217632,4043413,"",393984,0.0913,3398125,"",137371922,263413236,400785158,281379007,119406151,108068109,11338042,342001,11680043,"",11680043,0.261035,8310580,47770066,378,1178
708831,340116,"FRYE REGIONAL MEDICAL CENTER","420 NORTH CENTER STREET",HICKORY,NC,28601,CATAWBA,25860,R,STH,1,4,10/01/2018,09/30/2019,1083.84,"","",12560,3893,31546,226,82490,"",2922,"",7258,"",18456,3893,53917,355,129575,"",3336,"",9915,"",10764,2912,25686,196,71540,"",2922,"",7258,4062158,20603062,7568167,7836233,85196830,151584848,7676974,182005662,575947136,690418787,1266365923,13289992,"",85196830,4043636,"","",193558,"","",37662072,"",6711400,2184484,"",47549399,2930000,484965,61425766,2232481,23760787,18662357,13791975,"",91629164,"",134283856,134283856,273462419,4813320,7279725,1151959,"","",78039864,91284868,44172103,963421,"","",45135524,136420392,137042027,137042027,273462419,"","",26024068,"",260241,0.04,"","",577877344,745714618,1323591962,1082765815,240826147,238926815,1899332,1287884,3187216,"",3187216,0.143723,11103290,122613539,15881,180807
708832,340120,"DUPLIN GENERAL HOSPITAL","HIGHWAY 11  NORTH MAIN STREET",KENANSVILLE,NC,28349,DUPLIN,99934,R,STH,1,2,10/01/2018,09/30/2019,330.94,"","",4702,2361,10836,49,17885,"",982,931,2562,"",5812,2361,18155,74,27010,"",1103,933,3562,"",3756,1252,8036,40,14600,"",982,931,2562,4131950,8067634,8326002,9792673,21756774,32049954,1768116,48310094,64981058,93035812,158016870,5056798,"",21756774,56697,"","",5834330,"","",24526051,-15879296,1341327,3507648,"",20221822,28302,6804,24720661,"",21803680,"","","",14434118,"",852137,852137,35508077,1541484,2796536,"","","",1797367,6135387,"","","",2854737,2854737,8990124,26517953,26517953,35508077,"","",6560017,"",196801,0.12,"","",64981059,93035812,158016871,97333775,60683096,59347935,1335161,1345341,2680502,"",2680502,0.305727,8972942,33907412,70418,469764
708833,360006,"RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER ROAD",COLUMBUS,OH,43214,FRANKLIN,18140,U,STH,5,1,07/01/2019,06/30/2020,6464.8,147.93,"",57409,11043,200299,733,268382,"",11537,1247,39295,"",60415,12017,214801,772,282656,"",11768,1342,40758,"",48617,5456,156668,613,224462,"",11537,1247,39295,30115460,31321607,52089016,149560761,488356009,811981136,50959465,1117731242,2562083982,2089240838,4651324820,93884398,"",487326000,2710933,943189,2923095,1460298,"","",439264064,-310029614,22679069,4464523,22196275,193282610,658050,14243722,552542060,7436871,133898790,210745139,23786773,"",386993416,"",28265767,28265767,608541793,34703898,48663099,"",76389690,"",179554335,339311022,"","","",460515161,460515161,799826183,-191284390,-191284390,608541793,"",38679161,101824475,"",3347499,0.0953,91396776,15149102,2562560558,2098655449,4661216007,3273319647,1387896360,1300337145,87559215,81203824,168763039,"",168763039,0.240304,70427584,661290454,"",""
708835,360013,"WILSON MEMORIAL HOSPITAL","915 WEST MICHIGAN STREET",SIDNEY,OH,45365-,SHELBY,99936,R,STH,5,2,01/01/2019,12/31/2019,456.32,"","",2063,208,7017,71,25915,"",679,46,2242,"",10431,208,26601,71,25915,"",679,46,2242,"",1708,103,4851,64,23360,"",679,46,2242,547693,6027443,2825864,6995113,30054380,48081168,4575788,69908848,51355898,198840714,250196612,8453660,"",30278655,1943590,9486,"",3379762,83434907,"",32056662,-21517432,1549634,"",4110483,103014016,2263434,1545343,76759807,"","",44017430,"","",47800129,"",890758,890758,151704903,3500032,3548228,"",1092933,31252,"",8172445,"","","",5226130,5226130,13398575,125290079,138306328,151704903,"",3306027,1160928,"",121724,0.109,"","",51355899,199302723,250658622,170112314,80546308,78135548,2410760,5195499,7606259,"",7606259,0.279416,6525725,40336379,"",""
708836,360025,"FIRELANDS REGIONAL MEDICAL CENTER","1111 HAYES AVENUE",SANDUSKY,OH,44870-,ERIE,99936,R,STH,5,2,01/01/2019,12/31/2019,1702.57,15.36,"",15477,1144,39602,178,64970,"",3682,196,9140,"",71301,1217,129048,212,77380,"",4005,202,9645,"",14175,789,34005,160,58400,"",3682,196,9140,1991450,8560254,7074267,13489437,103093654,148047722,14092942,204996850,237686205,423230818,660917023,28936098,"",102983150,343202,9194,238403,21369951,"",180848,103853585,-70326428,4726734,4928431,14427,64747548,13198366,4216283,161166013,"",90636601,91639305,"","",168609341,253308760,3437483,256746243,490103132,7760808,19217418,"",434373,"",12376648,39789247,"",146629393,"",62751592,209380985,249170232,240932900,240932900,490103132,"",21014956,6460996,"",960285,0.1398,11953665,859338,238555464,428735527,667290991,423470545,243820446,252606290,-8785844,48890322,40104478,-221890,40326368,0.31017,19316508,86001892,"",""
708837,360037,"ST. VINCENT CHARITY MEDCIAL CENTER","2351 EAST 22ND STREET",CLEVELAND,OH,44115,"",17460,U,STH,5,1,01/01/2019,12/31/2019,855.85,68.56,"",3378,1532,17307,122,44460,"",893,442,4753,"",5905,2252,28608,183,66890,"",1125,532,6022,"",2823,1387,14906,106,38690,"",893,442,4753,1155514,4042110,2529924,12990938,60792227,89469001,5914055,123167591,201054069,242020252,443074321,10720408,"",60792227,1561993,"",877127,1155692,1680656,"",24361389,-9004765,3705545,472235,"",22791052,989983,1570276,52933644,4313609,39559868,48483497,"","",28652550,9558286,1136156,10694442,62138044,13956675,6328734,"",1025571,"",3734718,25045698,"",10773864,"",979324,11753188,36798886,14168988,25339158,62138044,"",6677555,2150163,"",927573,0.4203,8191852,2325168,201064097,243616235,444680332,316793185,127887147,150261229,-22374082,6613751,-15760331,"",-15760331,0.277984,21291248,139986773,"",""
708838,360040,"KNOX COMMUNITY HOSPITAL","1330 COSHOCTON ROAD","MT. VERNON",OH,43050,KNOX,99936,R,STH,1,2,01/01/2019,12/31/2019,1005.42,"","",5089,812,11715,65,23725,"",1295,136,3093,"",10210,812,21193,65,23725,"",1295,136,3093,"",3878,243,8540,53,19345,"",1295,136,3093,768944,11813085,5141577,16599454,79364435,94519887,7675666,122685508,95165169,316815628,411980797,18027431,"",78716396,2591837,31353,"",19595979,12644959,"",76828371,-48895477,1826716,3507544,185371,65693463,773930,767511,86370440,"",10237355,72848784,"","",88610164,78583874,9053641,87637515,241941142,6078134,8320839,"",1131155,"","",15629074,"",48888015,"",178865,49066880,64695954,177245188,177245188,241941142,"",7751793,2258593,"",285797,0.1142,"","",100126144,374744515,474870659,300156366,174714293,173884322,829971,21239281,22069252,150950,21918302,0.297794,10517741,79003275,"",""
708839,360065,"FISHER-TITUS MEDICAL CENTER","272 BENEDICT AVE",NORWALK,OH,44857,HURON,99936,R,STH,1,2,01/01/2019,12/31/2019,890.77,"","",4048,219,10192,78,28470,"",1421,57,3421,"",14519,11492,48817,147,53655,"",1421,57,3421,"",3594,127,8243,68,24820,"",1421,57,3421,316472,6624858,3610226,9658343,55008983,79436986,5998281,103251528,77427580,210608044,288035624,15701887,"",54387129,532294,29199,"",7436638,638643,"",39310654,-21253516,2122418,3019112,"",33844552,1045057,8296826,147218387,221661,"",49775210,"","",101567731,540040,81331660,82153824,217566107,11147688,4784477,"","","",4025043,20307432,"","","",48580586,48580586,68888018,148678089,148678089,217566107,"",4679890,2501610,"",197671,0.1101,"","",81021733,226440856,307462589,167217726,140244863,134445969,5798894,16972996,22771890,514995,22256895,0.358468,9575500,43707608,"",""
708840,360210,"GRADY MEMORIAL HOSPITAL","561 W. CENTRAL AVENUE",DELAWARE,OH,43015,DELAWARE,18140,U,STH,5,1,07/01/2019,06/30/2020,481.25,"","",1708,419,5832,64,23424,"",525,32,1723,"",1708,419,5928,64,23424,"",525,32,1723,"",1411,120,4333,58,21228,"",525,32,1723,2825631,3448976,6077566,10487484,36265710,61587964,4203347,92493195,56004477,228920173,284924650,7203830,"",35359911,154263,15966,"",336997,"","",26050958,-15915830,2791721,523025,1527331,15640022,5843710,3895834,46187313,15200,25986624,22584034,1980949,"",41215745,"",3630377,3630377,60486144,1820887,4059613,"",5536440,"",11859505,23276445,"","","",33426790,33426790,56703235,3782909,3782909,60486144,"",1144866,3081532,"",59487,0.0563,"","",56004477,228925893,284930370,173082442,111847928,97853674,13994254,3445773,17440027,"",17440027,0.324623,5300151,30852847,"",""
708841,370013,"MERCY HOSPITAL OKC","4300 WEST MEMORIAL ROAD","OKLAHOMA CITY",OK,73120-8304,OKLAHOMA,36420,R,STH,5,1,07/01/2019,06/30/2020,2135.18,"","",26282,12341,81190,308,112728,"",5227,3387,15895,"",122164,12341,226994,308,112728,"",5227,3387,15895,"",22954,4604,58406,244,89304,"",5227,3387,15895,15333289,26946333,28503801,29473052,157724129,324881778,21172487,437346152,704399068,1326459200,2030858268,28131589,"",157724129,2488577,184804,"",12863204,"","",152420869,-96015119,10930853,28413,3563388,78463734,40348900,5326120,184760184,596944,64927790,140540511,"","",326523460,5150149,6627632,11777781,416764975,6539128,-284,"",3865391,153577,6434437,16992249,"",142994197,"","",142994197,159986446,256778529,256778529,416764975,"",13113214,37951156,"",1035331,0.0811,17435594,"",702168628,1376240724,2078409352,1547240458,531168894,482605907,48562987,23365237,71928224,97824,71830400,0.21535,21675418,140449484,"",""
708844,370228,"BAILEY MEDICAL CENTER","10502 NORTH 110TH EAST AVENUE",OWASSO,OK,74055,TULSA,46140,U,STH,1,4,01/01/2019,12/31/2019,225.24,"","",687,420,3561,73,26645,"",286,124,1572,"",687,420,3561,73,26645,"",286,124,1572,"",672,216,2985,67,24455,"",286,124,1572,1270911,8649632,2455494,3201077,14389080,35566061,747113,35910421,72379786,202981871,275361657,3494733,"",14389080,"","","",82524,"","",12108053,-5842379,1246698,262463,"",8064432,"","","",28749,"",5965398,192011,"",2291540,"",15000,15000,10370972,2332015,961937,130159,"","",388392,-20237781,"","","",46423,46423,-20191358,30562330,30562330,10370972,"",1628741,520253,"",24767,0.0461,"","",72379786,202981871,275361657,213976584,61385073,49955141,11429932,208234,11638166,"",11638166,0.130412,1686857,18726976,"",""
708846,390052,"CLEARFIELD HOSPITAL","809 TURNPIKE AVENUE",CLEARFIELD,PA,16830-0992,CLEARFIELD,99939,R,STH,1,2,07/01/2019,06/30/2020,211.89,"","",1833,38,3768,40,14640,"",446,5,1035,"",3402,76,6385,50,18300,"",534,6,1203,"",1490,38,3116,40,14640,"",446,5,1035,310183,2405956,1300349,2991608,14260272,27873668,2181646,34436250,19081108,100706966,119788074,3601581,"",11337340,1966216,"","",14677011,"","",3096979,"",336709,175012,"",19835438,987690,1049284,19264526,"",2728415,15483731,"","",19925319,11499698,3461393,14961091,54721848,3147184,3826855,"","",5365573,5312915,22860997,36806,"","",14308585,14345391,37206388,17515460,17515460,54721848,"",608263,1921353,"",32252,0.051,"","",20525993,108224851,128750844,90085577,38665267,42133940,-3468673,3684365,215692,"",215692,0.287476,3998955,19793701,"",""
708847,390101,"MEMORIAL HOSPITAL","1701 INNOVATION DRIVE",YORK,PA,17408,YORK,49620,U,STH,1,2,07/01/2019,06/30/2020,623.99,2.02,"",5738,1127,16891,67,24543,"",1503,120,4429,"",5738,1127,16891,67,24543,"",1503,120,4429,"",4508,878,12533,57,20883,"",1503,120,4429,1809364,3319677,2777553,6841714,39867417,80090689,13673221,109692073,166619654,257496754,424116408,11118976,"",39867417,"","",36870,6676169,"","",17692737,"",540800,1581085,1986419,28477210,12492983,"",190153570,"","",67282691,"","",249488904,"",4266355,4266355,282232469,7733996,609700,"","","","",20772048,"","","",654745,654745,21426793,260805676,260805676,282232469,"",2530274,9710567,"",367225,0.12,7980382,681766,166678787,263380420,430059207,309931365,120127842,119934368,193474,-17174335,-16980861,"",-16980861,0.258637,8330288,62423877,"",""
708854,400133,"HIMA SAN PABLO CUPEY","CARR 844 KM 5 CUPEY BAJO","SAN JUAN",PR,00928,"",41980,U,STH,1,4,01/01/2019,12/31/2019,149.49,"","",496,836,4093,58,21170,"",53,102,534,"",496,836,11357,84,30660,"",53,102,534,"",350,836,3303,54,19710,"",53,102,534,"",64686,22640,477472,4923244,6919242,343392,11141322,13169770,4788299,17958069,607044,"",4923244,"","","",65241,"","",3590469,"",185991,71391,"",4183370,"","","",1734083,402888,1470744,298849,"",2622590,"",941786,941786,7747746,2825616,439856,"",22419,"",220308,35159621,"","","","","",35159621,-27411875,-27411875,7747746,"",178344,70842,"",3781,0.0607,957504,"",13169170,4788130,17957300,11428155,6529145,11842486,-5313341,944621,-4368720,"",-4368720,0.620408,1430035,3038108,"",""
708858,430077,"MONUMENT HEALTH RAPID CITY HOSPITAL","353 FAIRMONT BLVD","RAPID CITY",SD,57701,PENNINGTON,39660,R,STH,1,2,07/01/2019,06/30/2020,2549.37,16.81,"",32056,19780,89109,381,136204,"",6130,3405,18697,"",34467,20458,93818,397,142060,"",6274,3435,18968,"",28199,14150,72244,315,112048,"",6130,3405,18697,7391054,75677585,29946886,43003342,237816489,383708784,14057505,481528279,857526092,796848878,1654374970,42439189,"",234730256,26844993,58289,369201,139158498,436040659,"",296154692,-197064148,14849809,6891967,7626169,2372504779,10400967,9675553,414959588,"",11365706,146721954,"","",346617141,30480,137869261,207820236,2926942156,43090943,43298754,-76841056,3194395,9467584,7019789,259864389,"",309581260,"",1512680478,1822261738,2082126127,844816029,844816029,2926942156,"",17080346,48746605,"",2447117,0.1487,7875091,1311405,868513782,921736327,1790250109,1163634331,626615778,602098718,24517060,74240360,98757420,77051275,21706145,0.291064,36653633,170085697,796160,3589334
708859,440006,"SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE",NASHVILLE,TN,37207,DAVIDSON,34980,U,STH,5,4,12/01/2018,11/30/2019,1165.6,"","",21327,7738,85158,296,106200,"",4068,1615,15971,"",27777,7977,100497,351,126275,"",4588,1633,17167,"",17744,7738,71885,237,88921,"",4068,1615,15971,22692164,35846332,26720630,29886010,80862464,155359582,10981912,213108736,1563673753,801162459,2364836212,18800908,"",80957824,2339651,94245,"",7262,"","",106301648,-66130573,8487280,819161,"",51538257,6310784,9165411,35369132,12243877,46756473,71857846,13458478,"",113741204,105346,11031333,11136679,176416140,7383956,5617347,3661162,105240,"",1250968,18018673,"",297417,-110721481,4602115,-105821949,-87803276,264219416,264219416,176416140,"",30038870,6994531,"",1794268,0.1938,32483539,"",1563673753,793328167,2357001920,2073221737,283780183,236222046,47558137,1859635,49417772,2840,49414932,0.090116,28138511,364691467,"",""
708860,440007,"UNITY MEDICAL CENTER","481 INTERSTATE DRIVE",MANCHESTER,TN,37555,COFFEE,99944,R,STH,1,6,01/01/2019,12/31/2019,142.03,"","",1361,"",3248,49,17885,"",371,"",857,"",89331,22929,144138,49,17885,"",371,"",857,"",1349,"",3171,49,17885,"",371,"",857,672994,5761380,2909166,7018622,12153944,27438297,647922,35990039,10105058,82464826,92569884,1329110,532643,12153944,"","","",-470713,"","",9011226,"",529043,225159,"",9719634,1079741,39698,5198518,"","",9188146,"","",3086354,"",9958335,9958335,22764323,8624065,77233,3925066,779833,"","",13406197,"",21302187,"",4754500,26056687,39462884,-16698561,-16698561,22764323,"",1505234,499734,"",124108,0.2476,583627,"",11498309,83091279,94589588,57312775,37276813,39592241,-2315428,222332,-2093096,"",-2093096,0.388788,2885556,18484151,"",""
708861,440033,"LAFOLLETTE MEDICAL CENTER","923 E. CENTRAL AVENUE",LAFOLLETTE,TN,37766,CAMPBELL,28940,U,STH,5,4,10/01/2018,09/30/2019,192.51,"","",2454,1034,7873,48,17520,"",463,201,1450,"",7857,23205,45629,156,56940,"",602,213,1737,"",1978,1034,6258,42,15330,"",463,201,1450,1765743,6036451,2818401,4925542,14364785,24372986,1828751,35377225,85315859,151409738,236725597,2179329,104532,14364785,"","","",-168606,"","",11614692,-6423853,734028,428646,24880,6209787,1559000,1172147,10792997,5438245,125806,5807296,2496827,"",17213496,"",5325836,5325836,28749119,1127731,1252473,-913,242207,"",279943,4071575,"",214491,"",536,215027,4286602,24462517,24462517,28749119,"","",2923097,"",65039,0.089,3238801,"",85315859,151409738,236725597,197102349,39623248,38737771,885477,297261,1182738,"",1182738,0.149444,3758036,42727300,"",""
708864,440059,"COOKEVILLE REGIONAL MEDICAL CENTER","142 WEST FIFTH STREET",COOKEVILLE,TN,38501,PUTNAM,99944,R,STH,5,12,07/01/2019,06/30/2020,1812.16,"","",28956,2329,63053,211,77226,"",6152,"",14297,"",41936,2329,84719,231,84546,"",6472,"",14762,"",24164,1496,49329,173,63318,"",6152,"",14297,1439152,25476410,9211339,16244755,103307244,187563696,12813380,262401441,412748924,492835904,905584828,26577684,"",103203917,5450731,"","",82410880,52225628,"",70296448,"",9869976,17841318,70774297,299345145,16717688,6019466,183015323,"",18567950,118371821,"","",151842774,-117660640,"",-117660640,333527279,11736040,13044753,"","","",52165673,92876811,"",62116499,"","",62116499,154993310,178533969,178533969,333527279,"",15119189,42269533,"",1291247,0.09,22623229,"",411578835,500204555,911783390,611729200,300054190,290870940,9183250,-3810768,5372482,-2,5372484,0.289759,24629497,109273269,"",""
708868,450083,"UT HEALTH EAST TEXAS TYLER","1000 SOUTH BECKHAM",TYLER,TX,75711-,SMITH,46340,U,STH,1,4,11/01/2018,10/31/2019,2054.78,5.14,"",38480,1957,115026,425,155248,"",7778,266,22670,"",38480,1957,115098,425,155248,"",7778,266,22670,"",34415,1498,102431,375,136998,"",7778,266,22670,19502304,109315998,29931479,30253775,122914336,369954923,13439490,277707796,1951965882,1109139981,3061105863,29320701,"",122914336,8059202,"","",355911,"","",137262049,-83969697,10881711,-7747407,"",63904745,2850000,"",47971204,2656952,184353,48882515,"","",83549361,"",-143434,-143434,147310672,21464786,13261469,6497988,"","",1129378,42353621,"","","",60880612,60880612,103234233,44076439,44076439,147310672,"",68183856,7047202,"",1292094,0.0687,39819668,167991,1967678613,1111464185,3079142798,2563374843,515767955,492869259,22898696,11590040,34488736,"",34488736,0.090721,25755350,253979965,115401,2471013
708869,450128,"KNAPP MEDICAL CENTER","1401 EAST EIGHT STREET",WESLACO,TX,78596,HIDALGO,32580,U,STH,1,2,01/01/2019,12/31/2019,626.05,11.47,"",8517,3677,31207,186,67890,"",2099,460,8478,"",8517,3677,31207,186,67890,"",2099,460,8478,"",7456,3025,25673,170,62050,"",2099,460,8478,2093651,57982648,10587882,19112670,37477013,66774045,7356789,79619871,323578243,236505781,560084024,10516760,"",37477013,"","",205009,2068473,82082,"",102026210,-94022149,1681196,366197,2938,17290922,4271405,694823,31693704,"",1890102,28205253,"","",36705972,"",18283213,18283213,72280107,3428409,4457284,55691,"","",32503044,40444428,"","","",2006596,2006596,42451024,29829083,29829083,72280107,"",12965530,4053218,"",1854619,0.4359,10291518,300704,323743986,236340037,560084023,458919161,101164862,102085620,-920758,8936043,8015285,4121451,3893834,0.142157,12221358,142488195,891518,9237400
708870,450194,"UT HEALTH EAST TEXAS JACKSONVILLE","501 S RAGSDALE",JACKSONVILLE,TX,75766-,CHEROKEE,99945,R,STH,5,4,11/01/2018,10/31/2019,129.21,"","",1152,209,3963,35,11863,"",298,81,1172,"",7778,23436,52643,35,11863,"",298,81,1172,"",1037,126,3181,29,10585,"",298,81,1172,2833296,7171999,4189474,4298996,9954296,30604354,1301556,30338801,50193334,112884844,163078178,2032380,490467,9954296,494164,"","",-208779,"","",8006460,-3770267,535336,-2518135,"",2532437,930000,"",1700554,"",104097,4434636,"","",4959464,"","","",7491901,1068259,587515,279781,"","",1070,1936625,"","","",2906335,2906335,4842960,2648941,2648941,7491901,"",1827325,187040,"",60431,0.12,"","",50093334,112984844,163078178,120454961,42623217,40558650,2064567,302406,2366973,"",2366973,0.186038,4815668,32219973,54234,875722
708871,450210,"UT HEALTH EAST TEXAS CARTHAGE HOSPIT","409 COTTAGE ROAD",CARTHAGE,TX,75633-,PANOLA,99945,R,STH,1,4,08/01/2019,07/31/2020,85.8,"","",802,29,1959,42,15372,"",274,8,623,"",5461,8376,32490,42,15372,"",274,8,623,"",802,29,1959,42,15372,"",274,8,623,1946209,4420458,2836481,3274890,6781224,17144960,1238842,19000294,23890448,72898839,96789287,1328207,462745,6781224,33733,"","",98121,"","",4547500,-2722516,285152,-709743,"",1975603,"","",3519520,72222,132872,1494859,22200,"",2157433,"","","",4133036,713192,513121,44979,"","",5559302,6830594,"","","",-7746848,-7746848,-916254,5049290,5049290,4133036,"",206529,1251180,"",18076,0.0496,"","",23890448,73121670,97012118,70940357,26071761,23926184,2145577,163777,2309354,"",2309354,0.196306,1713836,11296317,38348,454472
708873,450669,"MEDICAL CITY LEWISVILLE","500 WEST MAIN",LEWISVILLE,TX,75067-,DENTON,19124,U,STH,5,4,06/01/2019,05/31/2020,577.6,"","",6562,1200,28685,106,38796,"",1563,256,6527,"",9501,1269,34369,124,45384,"",1796,260,6958,"",5835,444,20292,78,28548,"",1563,256,6527,15498705,22390494,18078175,18292375,48347357,96658466,7184354,112388749,684524207,474457883,1158982090,10754065,"",48362747,2943258,"","",-22929,"","",48052746,-32531748,4573304,699844,62824,20687685,15361372,6449500,70935484,12671904,60810104,43959851,13749413,"",80073099,256206,934054,1190260,101951044,2632680,3976557,1409592,725924,"",13870923,23494593,"",929357,224072291,514859,225516507,249011100,-147060056,-147060056,101951044,"",4561572,8937616,"",329043,0.0975,"","",684528982,462188232,1146717214,1005422858,141294356,141925945,-631589,724344,92755,-9,92764,0.096972,8137943,116361794,114663,2178886
